"Compound_Name","molar_mass_g_mol","exact_mass_da","formula","lipinski_ro5","atom_count","heavy_atom_count","asymmetric_atom_count","rotatable_bond_count","ring_count","aromatic_ring_count","hetero_ring_count","fsp3","hbd_count","hba_count","formal_charge","tpsa_a2","rel_polar_sa","polarizability_a3","molar_refractivity_cm3_mol","vdw_volume_a3","min_projection_area_a2","max_projection_area_a2","min_projection_radius_a","max_projection_radius_a","vdw_surface_area_a2","solvent_accessible_surface_area_a2","pka_acid_strongest","pka_base_strongest","isoelectric_point","intrinsic_solubility_logS","solubility_category","logp","logd_ph0","logd_ph1","logd_ph2","logd_ph3","logd_ph4","logd_ph5","logd_ph6","logd_ph7","logD_pH7_4_interp","logd_ph8","logd_ph9","logd_ph10","logd_ph11","logd_ph12","logd_ph13","logd_ph14","hlb","iupac_name","smiles","inchi","inchikey","traditional_name","common_names","cas_registry_numbers","smiles_ew","formula_EW","molwt_EW","rb_EW","glob_EW","pbf_EW","func_group_EW","CID","smiles_PC","CAS_PC","MW_Da_PC","Dominant_charge_pH_7_4","Dominant_charge_pH_7_4_code","per_dominant_charge_pH_7_4","Charge_pH_7_4_num","func_group_updated","func_group_other","CODE_2","CODE","Class_abbrv","Class_abbrv_2","hydrophilic_compound","lowglob","lowflex","ENTRY_compound","Neg_charge_T_F","Positive_charge_T_F","Zwitt_charge_T_F","Uncharged_T_F","Group","spp_7_4"
"5-Methyl-1H-benzotriazole","133.154","133.063997237","C7H7N3","true","17","10","0","0","2","2","1","0.14","1","2","0","41.57",0.218616881409414,"15.55","39.1","116.86","22.02","46.36","3.6","4.67","190.15","293.04","8.86","1.01","4.93","-1.76","High","1.81","0.77","1.51","1.77","1.81","1.81","1.81","1.81","1.81",1.79,"1.76","1.45","0.77","0.31","0.22","0.2","0.2","6.94","5-methyl-1H-1,2,3-benzotriazole","CC1=CC=C2NN=NC2=C1","InChI=1S/C7H7N3/c1-5-2-3-6-7(4-5)9-10-8-6/h2-4H,1H3,(H,8,9,10)","LRUDIIUSNGCQKF-UHFFFAOYSA-N","1H-benzotriazole, 5-methyl-","N/A","136-85-6","CC1=CC=C2NN=NC2=C1","C7H7N3",133.151,0,0.019642,0.125028,"No Amine",8705,"CC1=CC2=NNN=C2C=C1","136-85-6",133.15,"(0)","0",0.981,-0.03,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Acenaphthene","154.212","154.078250322","C12H10","true","22","12","0","0","3","2","0","0.17","0","0","0","0.0",0,"20.82","50.79","147.1","28.8","55.67","4.17","4.73","236.57","315.1",NA,NA,NA,"-4.17","Moderate","3.53","3.53","3.53","3.53","3.53","3.53","3.53","3.53","3.53",3.53,"3.53","3.53","3.53","3.53","3.53","3.53","3.53","1.95","1,2-dihydroacenaphthylene","C1CC2=C3C1=CC=CC3=CC=C2","InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2","CWRYPZZKDGJXCA-UHFFFAOYSA-N","acenaphthene","1,8-dihydroacenaphthalene; 1,8-ethylenenaphthalene; ethylenenaphthalene; naphthyleneethylene; peri-ethylenenaphthalene","83-32-9","C1CC2=C3C1=CC=CC3=CC=C2","C12H10",154.208,0,0.0381328,0.162522,"No Amine",6734,"C1CC2=CC=CC3=C2C1=CC=C3","83-32-9",154.21,"(0)","0",1,0,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Acetaminophen","151.165","151.063328534","C8H9NO2","true","20","11","0","1","1","1","0","0.12","2","2","0","49.33",0.22157840362934,"15.82","42.9","138.08","21.75","54.37","3.49","5.67","222.63","332.75","9.46",NA,NA,"-1.13","High","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91","0.91",0.902,"0.89","0.78","0.27","-0.56","-1.15","-1.31","-1.33","14.14","N-(4-hydroxyphenyl)acetamide","CC(=O)NC1=CC=C(O)C=C1","InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)","RZVAJINKPMORJF-UHFFFAOYSA-N","acetaminophen","APAP; N-acetyl-p-aminophenol; acenol; acetaminofen; acetaminophene; calpol; korum; paracetamolo; paracetamolum; paracetanol; prompt; tapanol; tempra; 对乙酰氨基酚","103-90-2","CC(=O)NC1=CC=C(O)C=C1","C8H9NO2",151.163,1,0.0107703,0.106935,"No Amine",1983,"CC(=O)NC1=CC=C(C=C1)O","103-90-2",151.16,"(0)","0",0.992,-0.01,"No Amine","No Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Acetamiprid","222.68","222.0672241","C10H11ClN4","true","26","15","0","2","1","1","1","0.3","0","4","0","52.28",0.16885759503892,"22.29","60.89","193.58","40.45","63.03","4.56","5.85","309.61","377.8",NA,"4.16",NA,"-2.09","High","1.11","-1.47","-1.25","-0.86","-0.06","0.73","1.06","1.11","1.11",1.11,"1.11","1.11","1.11","1.11","1.11","1.11","1.11","12.96","N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide","CN(CC1=CN=C(Cl)C=C1)C(C)=NC#N","InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3","WCXDHFDTOYPNIE-UHFFFAOYSA-N","acetamiprid","N/A","160430-64-8, 135410-20-7","CN(CC1=CN=C(Cl)C=C1)C(C)=NC#N","C10H11ClN4",222.674,3,0.125318,0.815904,"No Amine",213021,"CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl","160430-64-8",222.67,"(0)","0",0.999,6e-04,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Acetylsalicylic acid","180.159","180.042258738","C9H8O4","true","21","13","0","3","1","1","0","0.11","1","3","0","63.6",0.258347550572752,"17.15","44.45","154.71","32.87","55.43","4.42","5.06","246.18","368.7","3.41",NA,NA,"-1.85","High","1.24","1.24","1.24","1.22","1.1","0.55","-0.35","-1.3","-2.02",-2.112,"-2.25","-2.29","-2.29","-2.29","-2.29","-2.29","-2.29","10.09","2-(acetyloxy)benzoic acid","CC(=O)OC1=CC=CC=C1C(O)=O","InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)","BSYNRYMUTXBXSQ-UHFFFAOYSA-N","aspirin","8-hour bayer; A.S.A. empirin; ASA; ECM; O-accetylsalicylic acid; Xaxa; acenterine; acesal; acetal; acetard; aceticyl; acetilsalicilico; acetilum acidulatum; acetisal; acetophen; acetosal; acetosalic acid; acetosalin; acetoxybenzoic acid; acetyl salicylic acid; acetylin; acetylsal; acetylsalicyclic acid; acetylsalicylic acid; acetylsalicylsaeure; acetylsalicylsaure; acetylsalycilic acid; acetyonyl; acetysal; acetysalicylic acid; acid, acetylsalicylic; acide 2-(acetyloxy)benzoique; acide acetylsalicylique; acide acetylsalicylique (french); acido O-acetil-benzoico; acido acetilsalicilico; acidum acetylsalicylicum; acimetten; acisal; acylpyrin; adiro; aloxiprimum; asagran; asatard; ascoden-30; aspalon; aspec; aspergum; aspirdrops; aspirin; aspirin (product); aspirin (substance); aspirin - chemical; aspirin preparation; aspirina 03; aspirine; aspro; aspro clear; asteric; azetylsalizylsaeure; bayer extra strength aspirin for migraine pain; benaspir; bi-prin; bialpirina; bialpirinia; caprin; cardioaspirina; cemirit; claradin; clariprin; colfarit; contrheuma retard; coricidin; crystar; decaten; delgesic; dispril; dolean ph 8; duramax; easprin; ecolen; ecotrin; empirin; endosprin; endydol; entericin; enterophen; enterosarein; enterosarine; entrophen; extren; globentyl; globoid; helicon; idragin; istopirin; kapsazal; kyselina 2-acetoxybenzoova; kyselina acetylsalicylova; levius; magnecyl; measurin; medisyl; micristin; neuronika; novid; nu-seals; nu-seals aspirin; persistin; pharmacin; pirseal; polopirin; polopiryna; premaspin; rheumin tabletten; rheumintabletten; rhodine; rhonal; ronal; salacetin; salcetogen; saletin; salicylic acid acetate; salicylic acid, acetate; salospir; solfrin; solprin; solprin acid; solpyron; solupsan; spira-dine; st. joseph; st. joseph aspirin for adults; supac; tasprin; temperal; toldex; triaminicin; triple-sal; vanquish; yasta; zorprin; 阿司匹林","50-78-2, 11126-35-5","CC(=O)OC1=CC=CC=C1C(O)=O","C9H8O4",180.157,3,0.0545564,0.422898,"No Amine",2244,"CC(=O)OC1=CC=CC=C1C(=O)O","50-78-2",180.16,"(-1)","-",1,-1,"No Amine","No Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Aclonifen","264.67","264.0301699","C12H9ClN2O3","true","27","18","0","3","2","2","0","0.0","1","3","0","78.39",0.241601430068421,"25.6","68.12","209.95","41.18","74.23","4.47","6.16","324.46","423.03","12.98","-0.7","6.04","-4.74","Low","3.84","3.84","3.84","3.84","3.84","3.84","3.84","3.84","3.84",3.84,"3.84","3.84","3.84","3.83","3.8","3.55","2.99","5.74","2-chloro-6-nitro-3-phenoxyaniline","NC1=C(C=CC(OC2=CC=CC=C2)=C1Cl)[N+]([O-])=O","InChI=1S/C12H9ClN2O3/c13-11-10(18-8-4-2-1-3-5-8)7-6-9(12(11)14)15(16)17/h1-7H,14H2","DDBMQDADIHOWIC-UHFFFAOYSA-N","aclonifen","aclonifen","74070-46-5","NC1=C(C=CC(OC2=CC=CC=C2)=C1Cl)[N+]([O-])=O","C12H9ClN2O3",264.664,3,0.106534,0.819816,"No Amine",92389,"C1=CC=C(C=C1)OC2=C(C(=C(C=C2)[N+](=O)[O-])N)Cl","74070-46-5",264.66,"(+/-)","+-",1,0,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"No group","Zwitterion"
"Amitriptyline","277.411","277.183049745","C20H23N","true","44","21","0","3","3","2","0","0.3","0","1","0","3.24",0.00708645917630848,"35.17","101.51","282.76","58.17","88.96","5.72","6.99","457.21","529.69",NA,"9.06",NA,"-4.39","Moderate","4.81","1.31","1.31","1.31","1.31","1.32","1.41","1.88","2.76",3.14,"3.71","4.48","4.76","4.8","4.81","4.81","4.81","7.79","dimethyl(3-{tricyclo[9.4.0.0³,⁸]pentadeca-1(15),3,5,7,11,13-hexaen-2-ylidene}propyl)amine","CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12","InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3","KRMDCWKBEZIMAB-UHFFFAOYSA-N","amitriptyline","adepress; adepril; amineurin; amitid; amitril; amitrip; amitriprolidine; amitriptilina; amitriptylin; amitriptylin desitin; amitriptylin neuraxpharm; amitriptylin rph; amitriptylin β; amitriptylin-neuraxpharm; amitriptyline; amitriptyline (inn) and its salts; amitriptyline (product); amitriptyline (substance); amitriptyline preparation; amitriptylinneuraxpharm; amitriptylinum; amitrol; amitryptiline; amitryptyline; amytriptiline; amytriptylin; anapsique; apo amitriptyline; apoamitriptyline; cahill may roberts brand of amitriptyline embonate; damilan; damilen; damilen maleate; damitriptyline; desitin, amitriptylin; domical; elanil; flavyl; hexathane; horizon; lantron; laroxil; laroxyl; lentizol; novoprotect; proheptadiene; redomex; rph, amitriptylin; saroten; sarotex; seroten; sylvemid; syneudon; triptafen; triptanol; triptilin; triptisol; tryptanol; tryptine; tryptizol; β, amitriptylin; 阿米替林","50-48-6","CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12","C20H23N",277.403,3,0.145128,0.980173,"Tertiary Amine",2160,"CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31","50-48-6",277.4,"(+1)","+",0.979,0.98,"Tertiary Amine","Tertiary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Group 3","cation"
"Amphetamine","135.21","135.104799423","C9H13N","true","23","10","1","2","1","1","0","0.33","1","1","0","26.02",0.107948888151344,"17.36","43.71","144.89","28.16","49.22","3.58","5.22","241.04","318.68",NA,"10.04",NA,"-1.4","High","1.8","-1.23","-1.23","-1.23","-1.23","-1.23","-1.22","-1.19","-0.93",-0.638,"-0.2","0.73","1.48","1.76","1.8","1.8","1.8","9.7","1-phenylpropan-2-amine","CC(N)CC1=CC=CC=C1","InChI=1/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3","KWTSXDURSIMDCE-UHFFFAOYNA-N","amphetamine","adderall; amfetaminum; desoxynorephedrine","300-62-9, 60-15-1","CC(N)CC1=CC=CC=C1","C9H13N",135.206,2,0.124666,0.701982,"Primary Amine",3007,"CC(CC1=CC=CC=C1)N","300-62-9",135.21,"(+1)","+",0.998,1,"Primary Amine","Primary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Group 1","cation"
"Aniline","93.129","93.057849229","C6H7N","true","14","7","0","0","1","1","0","0.0","1","1","0","26.02",0.172672373747428,"11.5","30.76","93.01","19.19","38.78","3.4","4.06","150.69","250.93",NA,"4.64",NA,"-1.13","High","1.14","-1.1","-1.08","-0.96","-0.41","0.42","0.99","1.13","1.14",1.14,"1.14","1.14","1.14","1.14","1.14","1.14","1.14","5.6","aniline","NC1=CC=CC=C1","InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2","PAYRUJLWNCNPSJ-UHFFFAOYSA-N","aniline","(13)C-labeled cpd aniline; (13)c-labeled cpd aniline; (14)C-labeled cpd aniline; (14)c-labeled cpd aniline; 15N-labeled cpd aniline; 15n-labeled cpd aniline; 2-(13)C-labeled cpd aniline; 2-(13)c-labeled cpd aniline; 3-(13)C-labeled cpd aniline; 3-(13)c-labeled cpd aniline; 3H-labeled cpd aniline; 3h-labeled cpd aniline; 4-(13)C-labeled cpd aniline; 4-(13)c-labeled cpd aniline; C.I. oxidation base 1; CI oxidation base 1; D'aniline; aminophen; anilina; aniline (substance); aniline hydrogen iodide; aniline oil; aniline oil, phenylamine; aniline reagent; aniline(S#299)-liq; aniline, (13)C-labeled cpd; aniline, (13)c-labeled cpd; aniline, (14)C-labeled cpd; aniline, (14)c-labeled cpd; aniline, 15N-labeled cpd; aniline, 15n-labeled cpd; aniline, 2-(13)C-labeled cpd; aniline, 2-(13)c-labeled cpd; aniline, 3-(13)C-labeled cpd; aniline, 3-(13)c-labeled cpd; aniline, 3H-labeled cpd; aniline, 3h-labeled cpd; aniline, 4-(13)C-labeled cpd; aniline, 4-(13)c-labeled cpd; aniline, acs; aniline, conjugate acid; aniline, ion(1+); aniline, magnesium (1:1) salt; anilinum; anyvim; aromatic amine; arylamine; benzene,amino (aniline); benzidam; bidd:ER0581; blue oil; caswell no. 051C; ccris 44; conjugate acid aniline; cyanol; epa pesticide chemical code 251400; hsdb 43; huile d'aniline; ion(1+) aniline; krystallin; kyanol; magnesium (1:1) salt aniline; monolithium salt aniline; nchembio.257-comp9; phenyleneamine; rcra waste no. U012; rcra waste number U012; sodium salt aniline","62-53-3, 136260-71-4","NC1=CC=CC=C1","C6H7N",93.1265,0,0.00261332,0.066263,"No Amine",6115,"C1=CC=C(C=C1)N","62-53-3",93.13,"(0)","0",0.998,0.0017,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Atenolol","266.341","266.163042576","C14H22N2O3","true","41","19","1","8","1","1","0","0.5","3","4","0","84.58",0.192113750965339,"29.09","73.51","261.31","33.82","83.61","3.71","9.1","440.26","535.74","14.08","9.27","11.67","-1.57","High","0.43","-3.53","-2.97","-2.83","-2.82","-2.81","-2.78","-2.53","-1.8",-1.424,"-0.86","-0.03","0.35","0.42","0.42","0.39","0.17","19.15","2-(4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)acetamide","CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1","InChI=1/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)","METKIMKYRPQLGS-UHFFFAOYNA-N","atenolol","aircrit; alinor; altol; anselol; antipressan; apo-atenolol; atcardil; atecard; atehexal; atenblock; atendol; atenet; ateni; atenil; atenol; atenol 1A pharma; atenol AL; atenol CT; atenol NM pharma; atenol PB; atenol acis; atenol atid; atenol cophar; atenol ct; atenol fecofar; atenol gador; atenol genericon; atenol gnr; atenol heumann; atenol msd; atenol nordic; atenol quesada; atenol stada; atenol tika; atenol trom; atenol von CT; atenol von ct; atenol-mepha; atenol-ratiopharm; atenol-wolff; atenolin; atenolol; atenolol (product); atenolol (substance); atenolol preparation; atenololum; atenomel; atereal; aterol; betablok; betacard; betasyn; betatop GE; betatop ge; blocotenol; blokium; cardaxen; cardiopress; corotenol; cuxanorm; duraatenolol; duratenol; evitocor; farnormin; felo-bits; hipres; hypoten; ibinolo; internolol; jenatenol; juvental; lo-ten; loten; lotenal; myocord; normalol; normiten; noten; oraday; ormidol; panapres; plenacor; premorine; prenormine; prinorm; scheinpharm atenol; seles β; selobloc; serten; servitenol; stermin; tenidon; teno-basan; tenobloc; tenoblock; tenolol; tenoprin; tenormin; tenormine; tensimin; tredol; unibloc; uniloc; vascoten; vericordin; wesipin; xaten; 阿替洛尔","29122-68-7, 60966-51-0, 1309283-25-7, 106020-65-9","CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1","C14H22N2O3",266.336,8,0.0607817,0.956487,"Secondary Amine",2249,"CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O","29122-68-7",266.34,"(+1)","+",0.987,0.99,"Secondary Amine","Secondary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Atrazine","215.69","215.0937732","C8H14ClN5","true","28","14","0","4","1","1","1","0.62","2","5","0","62.73",0.193211568669726,"21.19","62.22","190.94","41.16","66.03","4.81","6.38","324.67","471.23","14.48","4.2","9.23","-3.8","Moderate","2.2","0.24","0.26","0.43","1.04","1.79","2.13","2.19","2.2",2.2,"2.2","2.2","2.2","2.2","2.2","2.18","2.08","7.28","6-chloro-N2-ethyl-N4-(propan-2-yl)-1,3,5-triazine-2,4-diamine","CCNC1=NC(NC(C)C)=NC(Cl)=N1","InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)","MXWJVTOOROXGIU-UHFFFAOYSA-N","atrazine","atrazine","1912-24-9","CCNC1=NC(NC(C)C)=NC(Cl)=N1","C8H14ClN5",215.683,4,0.105328,0.675624,"No Amine",2256,"CCNC1=NC(=NC(=N1)Cl)NC(C)C","1912-24-9",215.68,"(0)","0",1,4e-04,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Bentazone","240.28","240.056863428","C10H12N2O3S","true","28","16","0","1","2","1","1","0.3","1","3","0","66.48",0.201987056786072,"23.3","59.76","200.41","37.46","65.59","4.02","5.84","329.13","408.53","2.03",NA,NA,"-2.41","High","0.76","0.71","0.69","0.49","0.05","-0.15","-0.18","-0.19","-0.19",-0.19,"-0.19","-0.19","-0.19","-0.19","-0.19","-0.19","-0.19","12.84","3-(propan-2-yl)-3,4-dihydro-1H-2λ⁶,1,3-benzothiadiazine-2,2,4-trione","CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O","InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","ZOMSMJKLGFBRBS-UHFFFAOYSA-N","bentazon","basagran; basagran 480; basagran DP; basagran KV; basagran M; basagran-plus; bendioxide; bentazon; bentazon (substance); bentazone; bentazone sodium; caswell no. 509C; epa pesticide chemical code 275200; graminon-plus; herbatox; laddok; leader; pentazone; pledge","25057-89-0","CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O","C10H12N2O3S",240.279,1,0.110839,0.616802,"No Amine",2328,"CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O","25057-89-0",240.28,"(-1)","-",1,-1,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Benzophenone","182.222","182.073164942","C13H10O","true","24","14","0","2","2","2","0","0.0","0","1","0","17.07",0.0632878540708883,"22.03","56.63","172.56","23.84","68.93","3.88","6.27","269.72","384.46",NA,NA,NA,"-3.73","Moderate","3.43","3.43","3.43","3.43","3.43","3.43","3.43","3.43","3.43",3.43,"3.43","3.43","3.43","3.43","3.43","3.43","3.43","3.41","diphenylmethanone","O=C(C1=CC=CC=C1)C1=CC=CC=C1","InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H","RWCCWEUUXYIKHB-UHFFFAOYSA-N","benzophenone","Ph2CO; benzophenone (substance); caswell no. 081G; ccris 629; diphenyl methanone; epa pesticide chemical code 000315; α-oxodiphenylmethane; α-oxoditane","119-61-9","O=C(C1=CC=CC=C1)C1=CC=CC=C1","C13H10O",182.218,2,0.0768929,0.66081,"No Amine",3102,"C1=CC=C(C=C1)C(=O)C2=CC=CC=C2","119-61-9",182.22,"(0)","0",1,0,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"1H-Benzotriazole","119.127","119.048347173","C6H5N3","true","14","9","0","0","2","2","1","0.0","1","2","0","41.57",0.263201215651513,"13.78","34.06","100.05","20.97","41.23","3.52","4.12","157.94","252.65","8.63","0.58","4.6","-1.22","High","1.3","0.62","1.16","1.28","1.3","1.3","1.3","1.3","1.29",1.258,"1.21","0.8","0.11","-0.24","-0.3","-0.31","-0.31","7.7","1H-1,2,3-benzotriazole","N1N=NC2=CC=CC=C12","InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)","QRUDEWIWKLJBPS-UHFFFAOYSA-N","benzotriazole","N/A","95-14-7, 273-02-9, 27556-51-0","N1N=NC2=CC=CC=C12","C6H5N3",119.124,0,2.2167e-10,2.14384e-05,"No Amine",7220,"C1=CC2=NNN=C2C=C1","95-14-7",119.12,"(0)","0",0.978,-0.06,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Benzoylecgonine","289.331","289.131408096","C16H19NO4","true","40","21","4","4","3","1","2","0.5","1","4","0","66.84",0.158580274739614,"30.08","76.39","264.87","47.32","77.99","4.78","7.16","421.49","444.15","3.15","9.14","6.29","-2.14","High","-0.59","-1.36","-1.35","-1.24","-0.88","-0.64","-0.6","-0.59","-0.6",-0.608,"-0.62","-0.78","-1.18","-1.36","-1.39","-1.39","-1.39","13.6","(1R,2R,3S,5S)-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid","CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O","InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)/t11-,12-,13-,14+/m0/s1","GVGYEFKIHJTNQZ-RFQIPJPRSA-N","benzoylecgonine","(-)-benzoylecgonine; BCG; BEG; O-benzoyl-(-)-ecgonine; O-benzoylecgonine; benzoylecgonine; benzoylecgonine hydrate; benzoylecgonine solution; benzoylecogonine; ecgonine benzoate","519-09-5","CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O","C16H19NO4",289.326,4,0.147414,1.05331,"Tertiary Amine",448223,"CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)O","519-09-5",289.33,"(+/-)","+-",0.982,-0.02,"Tertiary Amine","Tertiary Amine","Pollutant","Non-antibiotic drug metabolite","Non-antibiotic drug metabolite","Pollutant",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Group 1","Zwitterion"
